Database ID	Sequence ID	"Probability
(min. threshold)"	"Predicted
probability"	"Effector
prediction"	Sequence Header	Genome
369193	692	0.9	0.999983	effector	>ERI59810.1 hypothetical protein M233_07570 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369196	695	0.9	1	effector	>ERI59813.1 14-beta-cellobiosidase [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369197	696	0.9	1	effector	>ERI59814.1 hypothetical protein M233_07670 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369286	785	0.9	0.989299	effector	>ERI59903.1 membrane protein [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369287	786	0.9	0.997734	effector	>ERI59904.1 hypothetical protein M233_07105 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369294	793	0.9	0.997808	effector	>ERI59911.1 type 4 fimbrial biogenesis protein [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369393	892	0.9	0.997059	effector	>ERI60010.1 penicillin-binding protein [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369493	992	0.9	0.989844	effector	>ERI60110.1 hypothetical protein M233_05805 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369524	1023	0.9	1	effector	>ERI60141.1 cold-shock protein [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369551	1050	0.9	0.999873	effector	>ERI60168.1 hypothetical protein M233_05435 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369553	1052	0.9	0.999825	effector	>ERI60170.1 hypothetical protein M233_05495 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369592	1091	0.9	0.999999	effector	>ERI60209.1 SSU ribosomal protein S31P [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369623	1122	0.9	0.999946	effector	>ERI60240.1 hypothetical protein M233_05265 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369690	1189	0.9	0.998768	effector	>ERI60307.1 hypothetical protein M233_04670 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369698	1197	0.9	0.999436	effector	>ERI60315.1 hypothetical protein M233_04815 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369704	1203	0.9	1	effector	>ERI60321.1 hypothetical protein M233_04905 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369706	1205	0.9	1	effector	>ERI60323.1 hypothetical protein M233_04935 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369709	1208	0.9	0.999973	effector	>ERI60326.1 hypothetical protein M233_04960 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369778	1277	0.9	0.999864	effector	>ERI60395.1 adhesin [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369788	1287	0.9	0.995086	effector	>ERI60405.1 colicin V synthesis protein [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369797	1296	0.9	0.999965	effector	>ERI60414.1 hypothetical protein M233_03840 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369859	1358	0.9	0.992546	effector	>ERI60476.1 hypothetical protein M233_03880 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369924	1423	0.9	0.999979	effector	>ERI60541.1 ferrous iron transporter B [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369934	1433	0.9	1	effector	>ERI60551.1 hypothetical protein M233_03530 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
369936	1435	0.9	1	effector	>ERI60553.1 hypothetical protein M233_03595 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370003	1502	0.9	0.999996	effector	>ERI60620.1 hypothetical protein M233_02945 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370018	1517	0.9	1	effector	>ERI60635.1 hypothetical protein M233_03245 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370024	1523	0.9	0.986366	effector	>ERI60641.1 RTX toxin Ca2+-binding protein [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370046	1545	0.9	0.999944	effector	>ERI60663.1 50S ribosomal protein L36 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370157	1656	0.9	0.995164	effector	>ERI60774.1 TonB-denpendent receptor [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370171	1670	0.9	1	effector	>ERI60788.1 hypothetical protein M233_02020 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370175	1674	0.9	0.994576	effector	>ERI60792.1 hypothetical protein M233_02065 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370182	1681	0.9	0.999982	effector	>ERI60799.1 hypothetical protein M233_02185 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370189	1688	0.9	0.999166	effector	>ERI60806.1 hypothetical protein M233_02285 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370191	1690	0.9	0.987537	effector	>ERI60808.1 hypothetical protein M233_02305 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370237	1736	0.9	0.994453	effector	>ERI60854.1 30S ribosomal protein S14 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370309	1808	0.9	0.999999	effector	>ERI60926.1 hypothetical protein M233_01875 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370310	1809	0.9	1	effector	>ERI60927.1 hypothetical protein M233_01880 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370398	1897	0.9	0.988249	effector	>ERI61015.1 hypothetical protein M233_01225 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370416	1915	0.9	0.999609	effector	>ERI61033.1 hypothetical protein M233_00770 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370424	1923	0.9	1	effector	>ERI61041.1 hypothetical protein M233_01135 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370426	1925	0.9	0.998669	effector	>ERI61043.1 magnesium transporter [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370527	2026	0.9	0.992606	effector	>ERI61144.1 hypothetical protein M233_00030 [Xylella fastidiosa subsp. multiplex Griffin-1]	Griffin-1
370557	3	0.9	0.997802	effector	>ETE28829.1 50S ribosomal protein L34 [Xylella fastidiosa 32]	32
370561	7	0.9	0.996096	effector	>ETE28844.1 hypothetical protein B398_12605 partial [Xylella fastidiosa 32]	32
370583	29	0.9	0.993039	effector	>ETE28881.1 hypothetical protein B398_12050 [Xylella fastidiosa 32]	32
370619	65	0.9	0.991699	effector	>ETE28917.1 TonB-denpendent receptor [Xylella fastidiosa 32]	32
370653	99	0.9	0.996525	effector	>ETE28951.1 hemagglutinin partial [Xylella fastidiosa 32]	32
370680	126	0.9	0.99364	effector	>ETE29477.1 hypothetical protein B398_11455 [Xylella fastidiosa 32]	32
370688	134	0.9	0.999997	effector	>ETE29485.1 fimbrial protein [Xylella fastidiosa 32]	32
370690	136	0.9	0.999618	effector	>ETE29487.1 fimbrial protein [Xylella fastidiosa 32]	32
370753	199	0.9	0.999407	effector	>ETE29550.1 cold-shock protein [Xylella fastidiosa 32]	32
370756	202	0.9	1	effector	>ETE29553.1 hypothetical protein B398_11520 [Xylella fastidiosa 32]	32
370761	207	0.9	1	effector	>ETE29558.1 hypothetical protein B398_11725 [Xylella fastidiosa 32]	32
370803	249	0.9	0.999992	effector	>ETE29674.1 hypothetical protein B398_11205 [Xylella fastidiosa 32]	32
370891	337	0.9	1	effector	>ETE29838.1 hypothetical protein B398_10745 [Xylella fastidiosa 32]	32
370892	338	0.9	0.999991	effector	>ETE29839.1 hypothetical protein B398_10885 [Xylella fastidiosa 32]	32
370898	344	0.9	0.9913	effector	>ETE29845.1 hypothetical protein B398_11095 [Xylella fastidiosa 32]	32
370971	417	0.9	0.999855	effector	>ETE30469.1 type 4 fimbrial biogenesis protein [Xylella fastidiosa 32]	32
371024	470	0.9	0.997347	effector	>ETE30522.1 hypothetical protein B398_10335 [Xylella fastidiosa 32]	32
371030	476	0.9	1	effector	>ETE30528.1 hypothetical protein B398_10170 [Xylella fastidiosa 32]	32
371033	479	0.9	0.992661	effector	>ETE30531.1 hypothetical protein B398_10300 [Xylella fastidiosa 32]	32
371085	531	0.9	0.999297	effector	>ETE30641.1 hypothetical protein B398_09775 [Xylella fastidiosa 32]	32
371089	535	0.9	0.997657	effector	>ETE30645.1 hypothetical protein B398_09800 [Xylella fastidiosa 32]	32
371094	540	0.9	0.991567	effector	>ETE30650.1 hypothetical protein B398_09830 [Xylella fastidiosa 32]	32
371209	655	0.9	0.99963	effector	>ETE30824.1 hypothetical protein B398_09240 [Xylella fastidiosa 32]	32
371245	691	0.9	0.998583	effector	>ETE30860.1 membrane protein [Xylella fastidiosa 32]	32
371268	714	0.9	0.995278	effector	>ETE30883.1 hypothetical protein B398_09280 [Xylella fastidiosa 32]	32
371355	801	0.9	0.993584	effector	>ETE31231.1 hypothetical protein B398_07995 [Xylella fastidiosa 32]	32
371441	887	0.9	0.99959	effector	>ETE31317.1 autotransporter [Xylella fastidiosa 32]	32
371465	911	0.9	0.996442	effector	>ETE31341.1 hypothetical protein B398_08695 [Xylella fastidiosa 32]	32
371468	914	0.9	1	effector	>ETE31344.1 hypothetical protein B398_07770 [Xylella fastidiosa 32]	32
371469	915	0.9	0.998892	effector	>ETE31345.1 hypothetical protein B398_07965 [Xylella fastidiosa 32]	32
371472	918	0.9	1	effector	>ETE31348.1 hypothetical protein B398_08190 [Xylella fastidiosa 32]	32
371477	923	0.9	1	effector	>ETE31353.1 hypothetical protein B398_08340 [Xylella fastidiosa 32]	32
371478	924	0.9	0.999844	effector	>ETE31354.1 hypothetical protein B398_08440 [Xylella fastidiosa 32]	32
371480	926	0.9	0.999999	effector	>ETE31356.1 hypothetical protein B398_08505 [Xylella fastidiosa 32]	32
371491	937	0.9	0.988067	effector	>ETE31411.1 single-stranded DNA-binding protein [Xylella fastidiosa 32]	32
371514	960	0.9	0.999888	effector	>ETE31434.1 surface protein [Xylella fastidiosa 32]	32
371526	972	0.9	0.999956	effector	>ETE31446.1 membrane protein [Xylella fastidiosa 32]	32
371562	1008	0.9	0.994029	effector	>ETE31482.1 hypothetical protein B398_07445 [Xylella fastidiosa 32]	32
371597	1043	0.9	0.993158	effector	>ETE31634.1 50S ribosomal protein L32 [Xylella fastidiosa 32]	32
371677	1123	0.9	0.999999	effector	>ETE31714.1 hypothetical protein B398_06710 [Xylella fastidiosa 32]	32
371727	1173	0.9	0.990999	effector	>ETE31764.1 hypothetical protein B398_07020 [Xylella fastidiosa 32]	32
371736	1182	0.9	0.999722	effector	>ETE31773.1 hypothetical protein B398_07065 [Xylella fastidiosa 32]	32
371741	1187	0.9	0.999692	effector	>ETE31778.1 hypothetical protein B398_06410 [Xylella fastidiosa 32]	32
371819	1265	0.9	0.999556	effector	>ETE32766.1 adhesin partial [Xylella fastidiosa 32]	32
371850	1296	0.9	0.997423	effector	>ETE32797.1 hypothetical protein B398_05310 [Xylella fastidiosa 32]	32
371920	1366	0.9	0.999129	effector	>ETE32972.1 hypothetical protein B398_04945 [Xylella fastidiosa 32]	32
371952	1398	0.9	0.999995	effector	>ETE33004.1 hypothetical protein B398_05015 [Xylella fastidiosa 32]	32
371956	1402	0.9	0.998833	effector	>ETE33008.1 surface protein partial [Xylella fastidiosa 32]	32
372015	1461	0.9	0.985057	effector	>ETE33415.1 hypothetical protein B398_04170 [Xylella fastidiosa 32]	32
372019	1465	0.9	1	effector	>ETE33419.1 hypothetical protein B398_04190 [Xylella fastidiosa 32]	32
372086	1532	0.9	0.997559	effector	>ETE33486.1 hypothetical protein B398_04620 [Xylella fastidiosa 32]	32
372091	1537	0.9	0.986321	effector	>ETE33491.1 hypothetical protein B398_04650 [Xylella fastidiosa 32]	32
372114	1560	0.9	0.999818	effector	>ETE33514.1 hypothetical protein B398_04415 [Xylella fastidiosa 32]	32
372125	1571	0.9	0.998113	effector	>ETE33525.1 hypothetical protein B398_04715 [Xylella fastidiosa 32]	32
372128	1574	0.9	1	effector	>ETE33528.1 hypothetical protein B398_04735 [Xylella fastidiosa 32]	32
372153	1599	0.9	0.999991	effector	>ETE33706.1 polyvinylalcohol dehydrogenase [Xylella fastidiosa 32]	32
372169	1615	0.9	0.991471	effector	>ETE33722.1 TonB-dependent receptor [Xylella fastidiosa 32]	32
372204	1650	0.9	0.999149	effector	>ETE33757.1 hypothetical protein B398_03810 [Xylella fastidiosa 32]	32
372227	1673	0.9	0.994611	effector	>ETE34142.1 RTX toxin Ca2+-binding protein [Xylella fastidiosa 32]	32
372265	1711	0.9	1	effector	>ETE34180.1 cold-shock protein [Xylella fastidiosa 32]	32
372292	1738	0.9	0.989907	effector	>ETE34207.1 tail protein [Xylella fastidiosa 32]	32
372312	1758	0.9	0.999944	effector	>ETE34596.1 50S ribosomal protein L36 [Xylella fastidiosa 32]	32
372342	1788	0.9	1	effector	>ETE34626.1 hypothetical protein B398_03035 [Xylella fastidiosa 32]	32
372377	1823	0.9	1	effector	>ETE34672.1 hypothetical protein B398_02825 partial [Xylella fastidiosa 32]	32
372471	1917	0.9	0.999999	effector	>ETE34970.1 hypothetical protein B398_02240 [Xylella fastidiosa 32]	32
372475	1921	0.9	0.997249	effector	>ETE34974.1 hypothetical protein B398_02520 [Xylella fastidiosa 32]	32
372477	1923	0.9	1	effector	>ETE34976.1 hypothetical protein B398_02560 [Xylella fastidiosa 32]	32
372478	1924	0.9	0.989575	effector	>ETE34977.1 hypothetical protein B398_02590 [Xylella fastidiosa 32]	32
372497	1943	0.9	0.999989	effector	>ETE35588.1 SSU ribosomal protein S31P [Xylella fastidiosa 32]	32
372571	2017	0.9	0.999784	effector	>ETE35662.1 hypothetical protein B398_01570 [Xylella fastidiosa 32]	32
372572	2018	0.9	0.999375	effector	>ETE35663.1 hypothetical protein B398_01580 [Xylella fastidiosa 32]	32
372575	2021	0.9	1	effector	>ETE35666.1 hypothetical protein B398_01790 [Xylella fastidiosa 32]	32
372578	2024	0.9	0.999994	effector	>ETE35669.1 hypothetical protein B398_02030 [Xylella fastidiosa 32]	32
372643	2089	0.9	1	effector	>ETE35800.1 hypothetical protein B398_01270 [Xylella fastidiosa 32]	32
372706	2152	0.9	0.999999	effector	>ETE35911.1 hypothetical protein B398_01100 [Xylella fastidiosa 32]	32
372717	2163	0.9	0.98719	effector	>ETE35922.1 hypothetical protein B398_01155 [Xylella fastidiosa 32]	32
372725	2171	0.9	0.998767	effector	>ETE35930.1 hypothetical protein B398_01090 [Xylella fastidiosa 32]	32
372734	2180	0.9	0.999997	effector	>ETE36230.1 ferrous iron transporter B [Xylella fastidiosa 32]	32
372807	2253	0.9	0.99314	effector	>ETE36303.1 hypothetical protein B398_00680 [Xylella fastidiosa 32]	32
372830	2276	0.9	0.999999	effector	>ETE36343.1 hypothetical protein B398_00230 [Xylella fastidiosa 32]	32
372854	2300	0.9	0.993466	effector	>ETE36389.1 hypothetical protein B398_00080 [Xylella fastidiosa 32]	32
372855	2301	0.9	0.993329	effector	>ETE36390.1 hypothetical protein B398_00085 [Xylella fastidiosa 32]	32
372884	28	0.9	0.991842	effector	>OJZ69122.1 hypothetical protein B375_0211725 (plasmid) [Xylella fastidiosa 6c]	6c
372917	61	0.9	0.999848	effector	>OJZ69221.1 hemagglutinin [Xylella fastidiosa 6c]	6c
372920	64	0.9	0.996012	effector	>OJZ69224.1 hemagglutinin [Xylella fastidiosa 6c]	6c
372928	72	0.9	0.997802	effector	>OJZ69232.1 50S ribosomal protein L34 [Xylella fastidiosa 6c]	6c
372929	73	0.9	0.992849	effector	>OJZ69233.1 hemagglutinin [Xylella fastidiosa 6c]	6c
372972	116	0.9	0.990359	effector	>OJZ69348.1 TonB-dependent receptor [Xylella fastidiosa 6c]	6c
373014	158	0.9	0.990089	effector	>OJZ69390.1 hypothetical protein B375_0211430 [Xylella fastidiosa 6c]	6c
373044	188	0.9	0.999242	effector	>OJZ69522.1 hypothetical protein B375_0210220 [Xylella fastidiosa 6c]	6c
373077	221	0.9	0.9913	effector	>OJZ69555.1 hypothetical protein B375_0210425 [Xylella fastidiosa 6c]	6c
373084	228	0.9	0.999979	effector	>OJZ69562.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa 6c]	6c
373143	287	0.9	0.999407	effector	>OJZ69621.1 cold-shock protein [Xylella fastidiosa 6c]	6c
373165	309	0.9	0.993039	effector	>OJZ69643.1 hypothetical protein B375_0210955 [Xylella fastidiosa 6c]	6c
373208	352	0.9	0.997347	effector	>OJZ69848.1 hypothetical protein B375_0209735 [Xylella fastidiosa 6c]	6c
373277	421	0.9	1	effector	>OJZ70003.1 hypothetical protein B375_0209695 [Xylella fastidiosa 6c]	6c
373324	468	0.9	0.999855	effector	>OJZ70130.1 pilus assembly protein [Xylella fastidiosa 6c]	6c
373368	512	0.9	0.999297	effector	>OJZ70252.1 hypothetical protein B375_0209080 [Xylella fastidiosa 6c]	6c
373406	550	0.9	1	effector	>OJZ70495.1 hypothetical protein B375_0205340 [Xylella fastidiosa 6c]	6c
373415	559	0.9	0.993158	effector	>OJZ70504.1 50S ribosomal protein L32 [Xylella fastidiosa 6c]	6c
373445	589	0.9	0.999692	effector	>OJZ70534.1 hypothetical protein B375_0205575 [Xylella fastidiosa 6c]	6c
373559	703	0.9	0.98956	effector	>OJZ70648.1 single-stranded DNA-binding protein [Xylella fastidiosa 6c]	6c
373587	731	0.9	0.999951	effector	>OJZ70676.1 hypothetical protein B375_0206475 [Xylella fastidiosa 6c]	6c
373642	786	0.9	0.999992	effector	>OJZ70731.1 hypothetical protein B375_0206795 [Xylella fastidiosa 6c]	6c
373699	843	0.9	1	effector	>OJZ70788.1 hypothetical protein B375_0207125 [Xylella fastidiosa 6c]	6c
373736	880	0.9	0.993366	effector	>OJZ70825.1 hypothetical protein B375_0207340 [Xylella fastidiosa 6c]	6c
373767	911	0.9	1	effector	>OJZ70856.1 hypothetical protein B375_0207520 [Xylella fastidiosa 6c]	6c
373803	947	0.9	0.999675	effector	>OJZ70892.1 hypothetical protein B375_0207735 [Xylella fastidiosa 6c]	6c
373805	949	0.9	0.988022	effector	>OJZ70894.1 hypothetical protein B375_0207745 [Xylella fastidiosa 6c]	6c
373814	958	0.9	1	effector	>OJZ70903.1 14-beta-cellobiosidase [Xylella fastidiosa 6c]	6c
373815	959	0.9	0.998875	effector	>OJZ70904.1 autotransporter [Xylella fastidiosa 6c]	6c
373821	965	0.9	0.992166	effector	>OJZ70910.1 hypothetical protein B375_0207845 [Xylella fastidiosa 6c]	6c
373840	984	0.9	0.999983	effector	>OJZ70929.1 hypothetical protein B375_0207970 [Xylella fastidiosa 6c]	6c
373849	993	0.9	0.996442	effector	>OJZ70938.1 hypothetical protein B375_0208025 [Xylella fastidiosa 6c]	6c
373938	1082	0.9	0.99963	effector	>OJZ71027.1 hypothetical protein B375_0208550 [Xylella fastidiosa 6c]	6c
373972	1116	0.9	0.998608	effector	>OJZ71061.1 hypothetical protein B375_0208755 [Xylella fastidiosa 6c]	6c
373990	1134	0.9	0.992631	effector	>OJZ71079.1 hypothetical protein B375_0208850 [Xylella fastidiosa 6c]	6c
374001	1145	0.9	0.991126	effector	>OJZ71090.1 RTX toxin [Xylella fastidiosa 6c]	6c
374010	1154	0.9	0.993243	effector	>OJZ71099.1 polyisoprenoid-binding protein [Xylella fastidiosa 6c]	6c
374166	1310	0.9	0.999927	effector	>OJZ71476.1 hypothetical protein B375_0204330 [Xylella fastidiosa 6c]	6c
374170	1314	0.9	0.992867	effector	>OJZ71480.1 hypothetical protein B375_0204355 [Xylella fastidiosa 6c]	6c
374184	1328	0.9	1	effector	>OJZ71494.1 hypothetical protein B375_0204435 [Xylella fastidiosa 6c]	6c
374254	1398	0.9	0.991461	effector	>OJZ71564.1 hypothetical protein B375_0204880 [Xylella fastidiosa 6c]	6c
374299	1443	0.9	0.987142	effector	>OJZ71609.1 ligand-gated channel [Xylella fastidiosa 6c]	6c
374308	1452	0.9	0.999986	effector	>OJZ71618.1 hypothetical protein B375_0204495 [Xylella fastidiosa 6c]	6c
374324	1468	0.9	0.999915	effector	>OJZ71739.1 hypothetical protein B375_0203070 [Xylella fastidiosa 6c]	6c
374328	1472	0.9	0.999587	effector	>OJZ71743.1 hypothetical protein B375_0203095 [Xylella fastidiosa 6c]	6c
374417	1561	0.9	0.999992	effector	>OJZ71832.1 polyvinylalcohol dehydrogenase [Xylella fastidiosa 6c]	6c
374432	1576	0.9	0.991822	effector	>OJZ71847.1 TonB-dependent receptor [Xylella fastidiosa 6c]	6c
374437	1581	0.9	0.998472	effector	>OJZ71852.1 hypothetical protein B375_0203775 [Xylella fastidiosa 6c]	6c
374492	1636	0.9	0.997249	effector	>OJZ72044.1 hypothetical protein B375_0202575 [Xylella fastidiosa 6c]	6c
374642	1786	0.9	0.999784	effector	>OJZ72348.1 hypothetical protein B375_0201460 [Xylella fastidiosa 6c]	6c
374657	1801	0.9	0.999989	effector	>OJZ72363.1 ribosomal small subunit protein bTHX [Xylella fastidiosa 6c]	6c
374779	1923	0.9	0.999998	effector	>OJZ72485.1 Sec-independent protein translocase TatA [Xylella fastidiosa 6c]	6c
374786	1930	0.9	0.999999	effector	>OJZ72492.1 hypothetical protein B375_0202315 [Xylella fastidiosa 6c]	6c
374939	2083	0.9	0.999458	effector	>OJZ72809.1 colicin V synthesis protein [Xylella fastidiosa 6c]	6c
374955	2099	0.9	0.992726	effector	>OJZ73004.1 fimbrial protein [Xylella fastidiosa 6c]	6c
374959	2103	0.9	0.999991	effector	>OJZ73008.1 ferrous iron transporter B [Xylella fastidiosa 6c]	6c
374972	2116	0.9	0.997865	effector	>OJZ73021.1 hypothetical protein B375_0200370 [Xylella fastidiosa 6c]	6c
375007	2151	0.9	0.999999	effector	>OJZ73226.1 hypothetical protein B375_0200220 [Xylella fastidiosa 6c]	6c
377391	72	0.9	0.999999	effector	>EWG13308.1 hypothetical protein P910_003445 partial [Xylella fastidiosa Mul-MD]	Mul-MD
377402	83	0.9	1	effector	>EWG13319.1 hypothetical protein P910_003433 partial [Xylella fastidiosa Mul-MD]	Mul-MD
377416	97	0.9	1	effector	>EWG13333.1 filamentous hemagglutinin outer membrane protein partial [Xylella fastidiosa Mul-MD]	Mul-MD
377445	126	0.9	0.99966	effector	>EWG13368.1 hypothetical protein P910_003379 [Xylella fastidiosa Mul-MD]	Mul-MD
377452	133	0.9	0.999964	effector	>EWG13375.1 hypothetical protein P910_003386 partial [Xylella fastidiosa Mul-MD]	Mul-MD
377497	178	0.9	0.996425	effector	>EWG13420.1 hypothetical protein P910_003304 [Xylella fastidiosa Mul-MD]	Mul-MD
377607	288	0.9	0.999865	effector	>EWG13530.1 hypothetical protein P910_003245 [Xylella fastidiosa Mul-MD]	Mul-MD
377622	303	0.9	0.990736	effector	>EWG13545.1 hypothetical protein P910_003205 [Xylella fastidiosa Mul-MD]	Mul-MD
377723	404	0.9	0.999814	effector	>EWG13646.1 hypothetical protein P910_003101 [Xylella fastidiosa Mul-MD]	Mul-MD
377759	440	0.9	1	effector	>EWG13682.1 hypothetical protein P910_003083 [Xylella fastidiosa Mul-MD]	Mul-MD
377776	457	0.9	0.985683	effector	>EWG13699.1 filamentous hemagglutinin outer membrane protein [Xylella fastidiosa Mul-MD]	Mul-MD
377780	461	0.9	0.996688	effector	>EWG13703.1 hypothetical protein P910_002970 [Xylella fastidiosa Mul-MD]	Mul-MD
377873	554	0.9	1	effector	>EWG13796.1 magnesium transporter [Xylella fastidiosa Mul-MD]	Mul-MD
377884	565	0.9	0.988249	effector	>EWG13807.1 hypothetical protein P910_002899 [Xylella fastidiosa Mul-MD]	Mul-MD
377901	582	0.9	1	effector	>EWG13824.1 hypothetical protein P910_002916 [Xylella fastidiosa Mul-MD]	Mul-MD
377961	642	0.9	0.999886	effector	>EWG13884.1 hypothetical protein P910_002808 [Xylella fastidiosa Mul-MD]	Mul-MD
377997	678	0.9	1	effector	>EWG13920.1 hypothetical protein P910_002844 [Xylella fastidiosa Mul-MD]	Mul-MD
378023	704	0.9	0.999994	effector	>EWG13946.1 fimbrial subunit [Xylella fastidiosa Mul-MD]	Mul-MD
378056	737	0.9	0.989927	effector	>EWG13979.1 50S ribosomal protein L32 [Xylella fastidiosa Mul-MD]	Mul-MD
378125	806	0.9	0.999895	effector	>EWG14048.1 beta strand repeat-containing protein partial [Xylella fastidiosa Mul-MD]	Mul-MD
378129	810	0.9	0.994292	effector	>EWG14052.1 colicin V [Xylella fastidiosa Mul-MD]	Mul-MD
378130	811	0.9	0.994144	effector	>EWG14053.1 hypothetical protein P910_002624 [Xylella fastidiosa Mul-MD]	Mul-MD
378142	823	0.9	0.999972	effector	>EWG14065.1 hypothetical protein P910_002636 [Xylella fastidiosa Mul-MD]	Mul-MD
378290	971	0.9	0.999962	effector	>EWG14213.1 hypothetical protein P910_002418 [Xylella fastidiosa Mul-MD]	Mul-MD
378324	1005	0.9	0.99998	effector	>EWG14247.1 surface protein [Xylella fastidiosa Mul-MD]	Mul-MD
378330	1011	0.9	0.996203	effector	>EWG14253.1 hypothetical protein P910_002458 [Xylella fastidiosa Mul-MD]	Mul-MD
378403	1084	0.9	0.99659	effector	>EWG14326.1 outer membrane protein P6 [Xylella fastidiosa Mul-MD]	Mul-MD
378446	1127	0.9	0.999993	effector	>EWG14369.1 surface protein partial [Xylella fastidiosa Mul-MD]	Mul-MD
378494	1175	0.9	0.999999	effector	>EWG14417.1 surface protein partial [Xylella fastidiosa Mul-MD]	Mul-MD
378526	1207	0.9	0.999994	effector	>EWG14449.1 surface-exposed outer membrane protein [Xylella fastidiosa Mul-MD]	Mul-MD
378538	1219	0.9	0.999241	effector	>EWG14461.1 surface protein partial [Xylella fastidiosa Mul-MD]	Mul-MD
378543	1224	0.9	1	effector	>EWG14466.1 hypothetical protein P910_002160 [Xylella fastidiosa Mul-MD]	Mul-MD
378559	1240	0.9	0.999526	effector	>EWG14482.1 hypothetical protein P910_002176 [Xylella fastidiosa Mul-MD]	Mul-MD
378574	1255	0.9	0.993545	effector	>EWG14497.1 hypothetical protein P910_002191 [Xylella fastidiosa Mul-MD]	Mul-MD
378575	1256	0.9	0.999997	effector	>EWG14498.1 hypothetical protein P910_002192 [Xylella fastidiosa Mul-MD]	Mul-MD
378576	1257	0.9	1	effector	>EWG14499.1 cellulase [Xylella fastidiosa Mul-MD]	Mul-MD
378589	1270	0.9	0.989407	effector	>EWG14512.1 hypothetical protein P910_002206 [Xylella fastidiosa Mul-MD]	Mul-MD
378664	1345	0.9	0.996821	effector	>EWG14587.1 hypothetical protein P910_002281 [Xylella fastidiosa Mul-MD]	Mul-MD
378796	1477	0.9	0.996687	effector	>EWG14719.1 aromatic hydrocarbon degradation membrane protein [Xylella fastidiosa Mul-MD]	Mul-MD
378801	1482	0.9	0.998954	effector	>EWG14724.1 temperature acclimation protein B [Xylella fastidiosa Mul-MD]	Mul-MD
378821	1502	0.9	0.99548	effector	>EWG14744.1 glutaredoxin [Xylella fastidiosa Mul-MD]	Mul-MD
378830	1511	0.9	0.997292	effector	>EWG14753.1 hypothetical protein P910_001833 [Xylella fastidiosa Mul-MD]	Mul-MD
378869	1550	0.9	0.999962	effector	>EWG14792.1 fimbrial protein [Xylella fastidiosa Mul-MD]	Mul-MD
378986	1667	0.9	0.986345	effector	>EWG14909.1 outer membrane protein [Xylella fastidiosa Mul-MD]	Mul-MD
379026	1707	0.9	0.991786	effector	>EWG14949.1 serine protease partial [Xylella fastidiosa Mul-MD]	Mul-MD
